Title,Release Year,End Year,Rating,Cast,Runtime,Genre
Elementary,2012.0,2019.0,7.9,"Jonny Lee Miller, Lucy Liu, Aidan Quinn, Jon Michael Hill",60 min,"Crime, Drama, Mystery"
Six Feet Under,2001.0,2005.0,8.7,"Peter Krause, Michael C. Hall, Frances Conroy, Lauren Ambrose",60 min,"Comedy, Drama"
The Fall,2013.0,2016.0,8.1,"Gillian Anderson, Jamie Dornan, John Lynch, Aisling Franciosi",60 min,"Crime, Drama, Thriller"
Inside Job,2021.0,2022.0,7.7,"Lizzy Caplan, Christian Slater, Clark Duke, Tisha Campbell",30 min,"Animation, Comedy, Fantasy"
Killing Eve,2018.0,2022.0,8.1,"Jodie Comer, Sandra Oh, Fiona Shaw, Kim Bodnia",42 min,"Action, Adventure, Drama"
Will & Grace,1998.0,2020.0,7.3,"Eric McCormack, Debra Messing, Megan Mullally, Sean Hayes",22 min,"Comedy, Romance"
Good Girls,2018.0,2021.0,7.7,"Christina Hendricks, Retta, Mae Whitman, Reno Wilson",43 min,"Comedy, Crime, Drama"
White Collar,2009.0,2014.0,8.3,"Matt Bomer, Tim DeKay, Willie Garson, Tiffani Thiessen",40 min,"Comedy, Crime, Drama"
Baywatch,1989.0,2001.0,5.4,"David Hasselhoff, Pamela Anderson, Yasmine Bleeth, Jeremy Jackson",60 min,"Action, Adventure, Crime"
Hannibal,2013.0,2015.0,8.5,"Hugh Dancy, Mads Mikkelsen, Caroline Dhavernas, Laurence Fishburne",44 min,"Crime, Drama, Horror"
Longmire,2012.0,2017.0,8.3,"Robert Taylor, Katee Sackhoff, Lou Diamond Phillips, Cassidy Freeman",60 min,"Action, Crime, Drama"
Scandal,2012.0,2018.0,7.7,"Kerry Washington, Darby Stanchfield, Katie Lowes, Guillermo Diaz",43 min,"Drama, Thriller"
Never Have I Ever,2020.0,2023.0,7.9,"Maitreyi Ramakrishnan, Poorna Jagannathan, Darren Barnet, John McEnroe",30 min,"Comedy, Drama"
Parenthood,2010.0,2015.0,8.3,"Peter Krause, Lauren Graham, Dax Shepard, Monica Potter",60 min,"Comedy, Drama"
Jane the Virgin,2014.0,2019.0,7.9,"Gina Rodriguez, Andrea Navedo, Yael Grobglas, Justin Baldoni",60 min,Comedy
The Killing,2011.0,2014.0,8.3,"Mireille Enos, Joel Kinnaman, Billy Campbell, Liam James",45 min,"Crime, Drama, Mystery"
Rizzoli & Isles,2010.0,2016.0,7.6,"Angie Harmon, Sasha Alexander, Jordan Bridges, Bruce McGill",****,"Crime, Drama, Mystery"
The L Word,2004.0,2009.0,7.7,"Jennifer Beals, Leisha Hailey, Laurel Holloman, Mia Kirshner",50 min,"Drama, Romance"
Legacies,2018.0,2022.0,7.3,"Danielle Rose Russell, Aria Shahghasemi, Quincy Fouse, Matthew Davis",45 min,"Adventure, Drama, Fantasy"
Agatha Christie's Marple,2004.0,2013.0,7.8,"Geraldine McEwan, Julia McKenzie, Stephen Churchett, Isabella Parriss",93 min,"Crime, Drama, Mystery"
The Flight Attendant,2020.0,2022.0,7.1,"Kaley Cuoco, Zosia Mamet, Griffin Matthews, Rosie Perez",****,"Comedy, Drama, Mystery"
Roseanne,1988.0,2018.0,7,"Roseanne Barr, John Goodman, Laurie Metcalf, Michael Fishman",21 min,"Comedy, Drama"
Good Omens,2019.0,2023.0,8,"David Tennant, Michael Sheen, Frances McDormand, Sam Taylor Buck",328 min,"Comedy, Fantasy"
Silicon Valley,2014.0,2019.0,8.5,"Thomas Middleditch, T.J. Miller, Josh Brener, Martin Starr",28 min,Comedy
Naruto: Shippûden,2007.0,2017.0,8.7,"Alexandre Crepet, Junko Takeuchi, Maile Flanagan, Kate Higgins",24 min,"Animation, Action, Adventure"
The Nanny,1993.0,1999.0,7,"Fran Drescher, Charles Shaughnessy, Daniel Davis, Lauren Lane",22 min,"Comedy, Family, Romance"
Hunter x Hunter,2011.0,2014.0,9,"Issei Futamata, Megumi Han, Cristina Valenzuela, Mariya Ise",24 min,"Animation, Action, Adventure"
Oz,1997.0,2003.0,8.7,"Ernie Hudson, J.K. Simmons, Lee Tergesen, Dean Winters",55 min,"Crime, Drama, Thriller"
Home Improvement,1991.0,1999.0,7.2,"Tim Allen, Earl Hindman, Taran Noah Smith, Zachery Ty Bryan",22 min,"Comedy, Family"
The Love Boat,1977.0,1987.0,6.2,"Gavin MacLeod, Bernie Kopell, Ted Lange, Fred Grandy",60 min,"Comedy, Drama, Romance"
Party Down,2009.0,2023.0,8.2,"Adam Scott, Ken Marino, Ryan Hansen, Martin Starr",30 min,"Comedy, Drama"
Loudermilk,2017.0,2020.0,7.8,"Ron Livingston, Will Sasso, Anja Savcic, Brian Regan",30 min,"Comedy, Drama"
Little House on the Prairie,1974.0,1983.0,7.5,"Melissa Gilbert, Michael Landon, Karen Grassle, Rachel Lindsay Greenbush",60 min,"Drama, Family, Romance"
Altered Carbon,2018.0,2020.0,7.9,"Chris Conner, Renée Elise Goldsberry, Dichen Lachman, Will Yun Lee",60 min,"Action, Drama, Sci-Fi"
Freaks and Geeks,1999.0,2000.0,8.8,"Linda Cardellini, John Francis Daley, James Franco, Samm Levine",44 min,"Comedy, Drama"
NYPD Blue,1993.0,2005.0,7.7,"Dennis Franz, Jimmy Smits, Gordon Clapp, James McDaniel",45 min,"Crime, Drama, Mystery"
The Middle,2009.0,2018.0,7.6,"Patricia Heaton, Neil Flynn, Charlie McDermott, Eden Sher",22 min,"Comedy, Family"
Chilling Adventures of Sabrina,2018.0,2020.0,7.4,"Kiernan Shipka, Ross Lynch, Lucy Davis, Chance Perdomo",60 min,"Drama, Fantasy, Horror"
Broadchurch,2013.0,2017.0,8.4,"David Tennant, Olivia Colman, Jodie Whittaker, Andrew Buchan",48 min,"Crime, Drama, Mystery"
Doctor Who,1963.0,1989.0,8.4,"William Hartnell, Patrick Troughton, Jon Pertwee, Tom Baker",45 min,"Adventure, Drama, Family"
7th Heaven,1996.0,2007.0,5.2,"Stephen Collins, Catherine Hicks, Jessica Biel, Beverley Mitchell",60 min,"Comedy, Drama, Family"
Snowfall,2017.0,2023.0,8.2,"Damson Idris, Amin Joseph, Isaiah John, Carter Hudson",44 min,"Crime, Drama"
The King of Queens,1998.0,2007.0,7.4,"Kevin James, Leah Remini, Jerry Stiller, Patton Oswalt",22 min,Comedy
Mob Psycho 100,2016.0,2022.0,8.6,"Setsuo Ito, Takahiro Sakurai, Akio Ôtsuka, Kyle McCarley",24 min,"Animation, Action, Comedy"
Narcos: México,2018.0,2021.0,8.4,"Scoot McNairy, José María Yazpik, Alejandro Edda, Alfonso Dosal",50 min,"Crime, Drama"
Black Sails,2014.0,2017.0,8.2,"Jessica Parker Kennedy, Toby Stephens, Hannah New, Zach McGowan",56 min,"Action, Adventure, Drama"
Heroes,2006.0,2010.0,7.5,"Jack Coleman, Hayden Panettiere, Milo Ventimiglia, Masi Oka",45 min,"Drama, Fantasy, Sci-Fi"
Full House,1987.0,1995.0,6.7,"Bob Saget, John Stamos, Dave Coulier, Candace Cameron Bure",22 min,"Comedy, Drama, Family"
Battlestar Galactica,2004.0,2009.0,8.7,"Edward James Olmos, Mary McDonnell, Jamie Bamber, James Callis",44 min,"Action, Adventure, Drama"
Bloodline,2015.0,2017.0,7.9,"Kyle Chandler, Ben Mendelsohn, Linda Cardellini, Sissy Spacek",60 min,"Drama, Thriller"
Boston Legal,2004.0,2008.0,8.5,"James Spader, William Shatner, Candice Bergen, Rene Auberjonois",44 min,"Comedy, Crime, Drama"
Fate: The Winx Saga,2021.0,2022.0,6.8,"Abigail Cowen, Hannah van der Westhuysen, Precious Mustapha, Eliot Salt",****,"Action, Adventure, Drama"
Supergirl,2015.0,2021.0,6.2,"Melissa Benoist, Chyler Leigh, David Harewood, Katie McGrath",43 min,"Action, Adventure, Drama"
Death Note: Desu nôto,2006.0,2007.0,9,"Mamoru Miyano, Brad Swaile, Vincent Tong, Ryô Naitô",23 min,"Animation, Crime, Drama"
Only Fools and Horses....,1981.0,2003.0,9,"David Jason, Nicholas Lyndhurst, Roger Lloyd Pack, Buster Merryfield",95 min,Comedy
The OA,2016.0,2019.0,7.8,"Brit Marling, Jason Isaacs, Scott Wilson, Alice Krige",60 min,"Drama, Fantasy, Mystery"
Workin' Moms,2017.0,2023.0,7.8,"Catherine Reitman, Dani Kind, Philip Sternberg, Ryan Belleville",30 min,"Comedy, Drama"
Search Party,2016.0,2022.0,7.7,"Alia Shawkat, John Reynolds, John Early, Meredith Hagner",24 min,"Comedy, Crime, Drama"
Naruto,2002.0,2007.0,8.4,"Junko Takeuchi, Maile Flanagan, Kate Higgins, Chie Nakamura",24 min,"Animation, Action, Adventure"
The Fresh Prince of Bel-Air,1990.0,1996.0,7.9,"Will Smith, James Avery, Alfonso Ribeiro, Tatyana Ali",22 min,Comedy
Ray Donovan,2013.0,2020.0,8.3,"Liev Schreiber, Eddie Marsan, Dash Mihok, Pooch Hall",60 min,"Crime, Drama"
CSI: Miami,2002.0,2012.0,6.4,"David Caruso, Emily Procter, Adam Rodriguez, Rex Linn",43 min,"Action, Crime, Drama"
Quantum Leap,1989.0,1993.0,8.2,"Scott Bakula, Dean Stockwell, Deborah Pratt, Dennis Wolfberg",60 min,"Action, Adventure, Drama"
Raised by Wolves,2020.0,2022.0,7.5,"Travis Fimmel, Amanda Collin, Abubakar Salim, Winta McGrath",****,"Drama, Fantasy, Sci-Fi"
30 Rock,2006.0,2013.0,8.3,"Tina Fey, Alec Baldwin, Tracy Morgan, Jack McBrayer",22 min,Comedy
Travelers,2016.0,2018.0,8,"Eric McCormack, MacKenzie Porter, Nesta Cooper, Jared Abrahamson",45 min,"Drama, Mystery, Sci-Fi"
Legends of Tomorrow,2016.0,2022.0,6.8,"Caity Lotz, Amy Louise Pemberton, Dominic Purcell, Nick Zano",42 min,"Action, Adventure, Drama"
Power,2014.0,2020.0,8.1,"Omari Hardwick, Lela Loren, Naturi Naughton, Joseph Sikora",50 min,"Crime, Drama"
Angel,1999.0,2004.0,7.9,"David Boreanaz, Charisma Carpenter, Alexis Denisof, J. August Richards",44 min,"Action, Drama, Fantasy"
Trailer Park Boys,2001.0,2018.0,8.6,"John Paul Tremblay, Robb Wells, Mike Smith, John Dunsworth",30 min,"Comedy, Crime"
The End of the F***ing World,2017.0,2019.0,8.1,"Jessica Barden, Alex Lawther, Steve Oram, Christine Bottomley",25 min,"Adventure, Comedy, Crime"
The Andy Griffith Show,1960.0,1968.0,8.4,"Andy Griffith, Ron Howard, Don Knotts, Frances Bavier",30 min,"Comedy, Family"
Leverage,2008.0,2012.0,7.9,"Timothy Hutton, Gina Bellman, Christian Kane, Beth Riesgraf",42 min,"Crime, Mystery, Thriller"
The IT Crowd,2006.0,2013.0,8.5,"Chris O'Dowd, Richard Ayoade, Katherine Parkinson, Matt Berry",25 min,Comedy
King of the Hill,1997.0,2010.0,7.5,"Mike Judge, Kathy Najimy, Pamela Adlon, Johnny Hardwick",30 min,"Animation, Comedy, Drama"
Adventure Time,2010.0,2018.0,8.6,"John DiMaggio, Jeremy Shada, Tom Kenny, Hynden Walch",11 min,"Animation, Action, Adventure"
Magnum P.I.,2018.0,2023.0,6.1,"Jay Hernandez, Perdita Weeks, Zachary Knighton, Stephen Hill",43 min,"Action, Adventure, Crime"
The Shield,2002.0,2008.0,8.7,"Michael Chiklis, Jay Karnes, Michael Jace, CCH Pounder",47 min,"Crime, Drama, Thriller"
The Owl House,2020.0,2023.0,8.4,"Sarah-Nicole Robles, Alex Hirsch, Wendie Malick, Tati Gabrielle",22 min,"Animation, Action, Adventure"
Grantchester,2014.0,2023.0,7.9,"Robson Green, Tessa Peake-Jones, Al Weaver, Kacey Ainsworth",45 min,"Crime, Drama, Mystery"
Drop Dead Diva,2009.0,2014.0,7.5,"Brooke Elliott, Margaret Cho, Kate Levering, April Bowlby",60 min,"Comedy, Drama"
Anne,2017.0,2019.0,8.7,"Amybeth McNulty, Geraldine James, R.H. Thomson, Dalila Bela",60 min,"Drama, Family"
Californication,2007.0,2014.0,8.3,"David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon",28 min,"Comedy, Drama"
Queen of the South,2016.0,2021.0,8,"Alice Braga, Hemky Madera, Peter Gadiot, Veronica Falcón",42 min,"Action, Crime, Drama"
The Ranch,2016.0,2020.0,7.5,"Ashton Kutcher, Sam Elliott, Grady Lee Richmond, Elisha Cuthbert",30 min,"Comedy, Drama, Western"
The Magicians,2015.0,2020.0,7.6,"Stella Maeve, Hale Appleman, Arjun Gupta, Summer Bishil",60 min,"Drama, Fantasy, Mystery"
Star Wars: Rebels,2014.0,2018.0,8,"Dave Filoni, Taylor Gray, Freddie Prinze Jr., Vanessa Marshall",22 min,"Animation, Action, Adventure"
Without a Trace,2002.0,2009.0,7,"Anthony LaPaglia, Poppy Montgomery, Enrique Murciano, Eric Close",60 min,"Crime, Drama, Mystery"
Shooter,2016.0,2018.0,7.5,"Ryan Phillippe, Shantel VanSanten, Cynthia Addai-Robinson, Omar Epps",60 min,"Action, Drama"
Providence,1999.0,2002.0,6.7,"Melina Kanakaredes, Mike Farrell, Paula Cale, Seth Peterson",60 min,"Drama, Romance"
Bates Motel,2013.0,2017.0,8.1,"Vera Farmiga, Freddie Highmore, Max Thieriot, Nicola Peltz Beckham",45 min,"Drama, Horror, Mystery"
Gravity Falls,2012.0,2016.0,8.9,"Jason Ritter, Alex Hirsch, Kristen Schaal, Linda Cardellini",23 min,"Animation, Action, Adventure"
A Million Little Things,2018.0,2023.0,7.9,"David Giuntoli, Romany Malco, Allison Miller, Christina Moses",43 min,"Comedy, Drama, Romance"
Enterprise,2001.0,2005.0,7.5,"Scott Bakula, John Billingsley, Jolene Blalock, Dominic Keating",60 min,"Action, Adventure, Drama"
The Last Ship,2014.0,2018.0,7.4,"Eric Dane, Adam Baldwin, Charles Parnell, Travis Van Winkle",60 min,"Action, Drama, Sci-Fi"
Grace and Frankie,2015.0,2022.0,8.2,"Jane Fonda, Lily Tomlin, Sam Waterston, Martin Sheen",30 min,Comedy
Burn Notice,2007.0,2013.0,8,"Jeffrey Donovan, Gabrielle Anwar, Bruce Campbell, Sharon Gless",44 min,"Action, Crime, Drama"
Bron/Broen,2011.0,2018.0,8.6,"Sofia Helin, Rafael Pettersson, Sarah Boberg, Dag Malmberg",60 min,"Crime, Mystery, Thriller"
A Series of Unfortunate Events,2017.0,2019.0,7.8,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes",50 min,"Adventure, Comedy, Drama"
Mr Inbetween,2018.0,2021.0,8.6,"Scott Ryan, Chika Yasumura, Justin Rosniak, Damon Herriman",30 min,"Crime, Drama"
Heartbeat,1992.0,2010.0,6.8,"William Simons, Derek Fowlds, Tricia Penrose, Mark Jordon",50 min,"Drama, Comedy, Crime"
Blindspot,2015.0,2020.0,7.3,"Sullivan Stapleton, Jaimie Alexander, Audrey Esparza, Ashley Johnson",42 min,"Action, Crime, Drama"
Hagane no renkinjutsushi,2009.0,2010.0,9.1,"Kent Williams, Iemasa Kayumi, Matthew Leonhart, Vic Mignogna",24 min,"Animation, Action, Adventure"
Goliath,2016.0,2021.0,8.1,"Billy Bob Thornton, Nina Arianda, Tania Raymonde, Diana Hopper",60 min,Drama
Weeds,2005.0,2012.0,7.9,"Mary-Louise Parker, Hunter Parrish, Alexander Gould, Kevin Nealon",28 min,"Comedy, Crime, Drama"
iCarly,2007.0,2012.0,6.7,"Miranda Cosgrove, Jerry Trainor, Jennette McCurdy, Nathan Kress",30 min,"Comedy, Family, Romance"
Howards' Way,1985.0,1990.0,6.7,"Jan Harvey, Stephen Yardley, Glyn Owen, Susan Gilmore",50 min,Drama
NCIS: New Orleans,2014.0,2021.0,6.8,"Scott Bakula, Rob Kerkovich, CCH Pounder, Daryl Mitchell",42 min,"Action, Crime, Drama"
Emergency!,1972.0,1979.0,7.8,"Randolph Mantooth, Kevin Tighe, Julie London, Bobby Troup",60 min,"Action, Adventure, Comedy"
Batman: The Animated Series,1992.0,1995.0,9,"Kevin Conroy, Loren Lester, Efrem Zimbalist Jr., Bob Hastings",23 min,"Animation, Action, Adventure"
Black Clover,2017.0,2021.0,8.3,"Dallas Reid, Jill Harris, Cris George, Christopher Sabat",24 min,"Animation, Action, Adventure"
Madam Secretary,2014.0,2019.0,7.7,"Téa Leoni, Tim Daly, Erich Bergen, Zeljko Ivanek",45 min,"Drama, Thriller"
iZombie,2015.0,2019.0,7.8,"Rose McIver, Malcolm Goodwin, Rahul Kohli, Robert Buckley",42 min,"Comedy, Crime, Drama"
Sense8,2015.0,2018.0,8.2,"Bae Doona, Jamie Clayton, Tina Desai, Tuppence Middleton",60 min,"Drama, Mystery, Sci-Fi"
Legion,2017.0,2019.0,8.2,"Dan Stevens, Rachel Keller, Aubrey Plaza, Bill Irwin",60 min,"Action, Drama, Sci-Fi"
Law & Order: Criminal Intent,2001.0,2011.0,7.5,"Kathryn Erbe, Vincent D'Onofrio, Jamey Sheridan, Courtney B. Vance",60 min,"Crime, Drama, Mystery"
Mr. Mercedes,2017.0,2019.0,7.8,"Brendan Gleeson, Holland Taylor, Jharrel Jerome, Breeda Wool",60 min,"Crime, Drama, Mystery"
Stargate: Atlåntis,2004.0,2009.0,8.1,"Joe Flanigan, Rachel Luttrell, David Hewlett, Jason Momoa",44 min,"Action, Adventure, Drama"
My Name Is Earl,2005.0,2009.0,7.8,"Jason Lee, Ethan Suplee, Jaime Pressly, Nadine Velazquez",22 min,Comedy
The Newsroom,2012.0,2014.0,8.6,"Jeff Daniels, Emily Mortimer, John Gallagher Jr., Alison Pill",55 min,Drama
The Terror,2018.0,2019.0,7.9,"Jared Harris, Derek Mio, Tobias Menzies, Kiki Sukezane",60 min,"Adventure, Drama, Horror"
Modern Love,2019.0,2021.0,7.9,"Anne Hathaway, Tina Fey, Andy Garcia, Dev Patel",32 min,"Comedy, Romance"
Dangerous Liaisons,2022.0,2023.0,5.7,"Alice Englert, Nicholas Denton, Kosar Ali, Nathanael Saleh",58 min,"Drama, History"
The Affair,2014.0,2019.0,7.9,"Dominic West, Ruth Wilson, Maura Tierney, Julia Goldani Telles",60 min,Drama
Lewis,2006.0,2015.0,8.1,"Kevin Whately, Laurence Fox, Clare Holman, Rebecca Front",90 min,"Crime, Drama, Mystery"
Babylon 5,1993.0,1998.0,8.4,"Mira Furlan, Richard Biggs, Stephen Furst, Andreas Katsulas",45 min,"Action, Adventure, Drama"
Bull,2016.0,2022.0,7,"Michael Weatherly, Geneva Carr, Jaime Lee Kirchner, Chris Jackson",60 min,"Comedy, Crime, Drama"
Paradise PD,2018.0,2022.0,6.8,"David Herman, Tom Kenny, Kyle Kinane, Cedric Yarbrough",28 min,"Animation, Action, Comedy"
Atypical,2017.0,2021.0,8.3,"Jennifer Jason Leigh, Keir Gilchrist, Brigette Lundy-Paine, Michael Rapaport",30 min,"Comedy, Drama"
Scorpion,2014.0,2018.0,7,"Elyes Gabel, Katharine McPhee, Eddie Kaye Thomas, Jadyn Wong",43 min,"Action, Crime, Drama"
Dynasty,2017.0,2022.0,7.3,"Elizabeth Gillies, Rafael de la Fuente, Robert Christopher Riley, Sam Adegoke",42 min,Drama
CSI: NY,2004.0,2013.0,6.9,"Gary Sinise, Carmine Giovinazzo, Hill Harper, Eddie Cahill",43 min,"Action, Crime, Drama"
Lost in Space,2018.0,2021.0,7.3,"Molly Parker, Toby Stephens, Maxwell Jenkins, Taylor Russell",60 min,"Adventure, Drama, Family"
Ally McBeal,1997.0,2002.0,6.9,"Calista Flockhart, Greg Germann, Jane Krakowski, Vonda Shepard",45 min,"Comedy, Drama, Fantasy"
Degrassi: The Next Generation,2001.0,2015.0,7.6,"Stefan Brogren, Aislinn Paul, Melinda Shankar, A.J. Saudin",30 min,"Drama, Romance"
Dallas,1978.0,1991.0,7.1,"Larry Hagman, Ken Kercheval, Patrick Duffy, Linda Gray",60 min,"Drama, Romance"
Riget,1994.0,2022.0,8.3,"Ernst-Hugo Järegård, Kirsten Rolffes, Ghita Nørby, Søren Pilmark",561 min,"Comedy, Drama, Fantasy"
The Legend of Korra,2012.0,2014.0,8.4,"Janet Varney, P.J. Byrne, David Faustino, J.K. Simmons",23 min,"Animation, Action, Adventure"
The Bold Type,2017.0,2021.0,7.8,"Katie Stevens, Aisha Dee, Meghann Fahy, Melora Hardin",45 min,"Comedy, Drama"
Shameless,2004.0,2013.0,8,"David Threlfall, Rebecca Atkinson, Alice Barry, Nicky Evans",90 min,"Comedy, Crime, Drama"
Kenpuu Denki Berserk,1997.0,1998.0,8.7,"Marc Diraison, Nobutoshi Canna, Carrie Keranen, Kevin T. Collins",23 min,"Animation, Action, Adventure"
The A-Team,1983.0,1987.0,7.5,"George Peppard, Mr. T, Dwight Schultz, Dirk Benedict",60 min,"Action, Adventure, Crime"
Revenge,2011.0,2015.0,7.8,"Madeleine Stowe, Emily VanCamp, Gabriel Mann, Nick Wechsler",44 min,"Drama, Mystery, Thriller"
Madre Solo hay Dos,2021.0,2022.0,7.3,"Jade Ramirez, Liz Gallardo, Javier Ponce, Ludwika Paleta",****,"Comedy, Drama"
The Waltons,1972.0,1981.0,7.6,"Jon Walmsley, Mary Beth McDonough, Eric Scott, Kami Cotler",60 min,"Drama, Family, Romance"
Penny Dreadful,2014.0,2016.0,8.2,"Josh Hartnett, Timothy Dalton, Eva Green, Reeve Carney",60 min,"Drama, Fantasy, Horror"
Ghost Whisperer,2005.0,2010.0,6.4,"Jennifer Love Hewitt, David Conrad, Camryn Manheim, Christoph Sanders",60 min,"Drama, Fantasy"
Alias,2001.0,2006.0,7.6,"Jennifer Garner, Ron Rifkin, Carl Lumbly, Kevin Weisman",42 min,"Action, Drama, Mystery"
Stargirl,2020.0,2022.0,7.2,"Brec Bassinger, Trae Romano, Amy Smart, Luke Wilson",566 min,"Action, Adventure, Crime"
American Gods,2017.0,2021.0,7.6,"Ricky Whittle, Emily Browning, Yetide Badaki, Bruce Langley",60 min,"Drama, Fantasy, Mystery"
Sanditon,2019.0,2023.0,7.7,"Rose Williams, Crystal Clarke, Kris Marshall, Kate Ashfield",60 min,"Drama, Romance"
Family Ties,1982.0,1989.0,7.2,"Michael J. Fox, Michael Gross, Meredith Baxter, Justine Bateman",30 min,"Comedy, Drama, Family"
The Office,2001.0,2003.0,8.5,"Ricky Gervais, Martin Freeman, Mackenzie Crook, Lucy Davis",30 min,"Comedy, Drama"
Family Matters,1989.0,1998.0,6.6,"Reginald VelJohnson, Jaleel White, Kellie Shanygne Williams, Darius McCrary",30 min,"Adventure, Comedy, Drama"
Poldark,2015.0,2019.0,8.3,"Aidan Turner, Eleanor Tomlinson, Jack Farthing, Beatie Edney",60 min,"Drama, Romance"
Dawson's Creek,1998.0,2003.0,6.8,"James Van Der Beek, Katie Holmes, Michelle Williams, Joshua Jackson",60 min,"Drama, Romance"
Shadowhunters: The Mortal Instruments,2016.0,2019.0,6.5,"Katherine McNamara, Dominic Sherwood, Alberto Rosende, Matthew Daddario",42 min,"Action, Drama, Fantasy"
Dragon Ball Z,1989.0,1996.0,8.8,"Doc Harris, Christopher Sabat, Scott McNeil, Sean Schemmel",24 min,"Animation, Action, Adventure"
Gomorra: La serie,2014.0,2021.0,8.7,"Salvatore Esposito, Marco D'Amore, Ivana Lotito, Cristiana Dell'Anna",55 min,"Crime, Drama, Thriller"
Medici,2016.0,2019.0,7.9,"Daniel Sharman, Alessandra Mastronardi, Synnove Karlsen, Sebastian De Souza",60 min,"Biography, Drama, History"
Santa Clarita Diet,2017.0,2019.0,7.8,"Drew Barrymore, Timothy Olyphant, Liv Hewson, Skyler Gisondo",30 min,"Comedy, Horror"
EastEnders,1985.0,2023.0,4.7,"Adam Woodyatt, Steve McFadden, Pam St. Clement, Letitia Dean",30 min,"Crime, Drama, Romance"
The Strain,2014.0,2017.0,7.3,"Corey Stoll, David Bradley, Kevin Durand, Jonathan Hyde",43 min,"Drama, Fantasy, Horror"
Lie to Me,2009.0,2011.0,8,"Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund",43 min,"Crime, Drama, Mystery"
Out of This World,1987.0,1991.0,7.3,"Donna Pescow, Maureen Flannigan, Burt Reynolds, Doug McClure",30 min,"Comedy, Family"
Jessica Jones,2015.0,2019.0,7.9,"Krysten Ritter, Rachael Taylor, Eka Darville, Carrie-Anne Moss",56 min,"Action, Crime, Drama"
The Royals,2015.0,2018.0,7.4,"Joan Collins, William Moseley, Alexandra Park, Jake Maskall",42 min,Drama
Eureka,2006.0,2012.0,7.9,"Colin Ferguson, Salli Richardson-Whitfield, Erica Cerra, Neil Grayston",60 min,"Adventure, Comedy, Drama"
Nashville,2012.0,2018.0,7.7,"Hayden Panettiere, Clare Bowen, Charles Esten, Jonathan Jackson",43 min,"Drama, Music, Romance"
Spooks,2002.0,2011.0,8.3,"Peter Firth, Hugh Simon, Nicola Walker, Rupert Penry-Jones",60 min,"Action, Crime, Drama"
21 Jump Street,1987.0,1991.0,7.2,"Johnny Depp, Dustin Nguyen, Peter DeLuise, Holly Robinson Peete",60 min,"Crime, Drama, Mystery"
Inspector Morse,1987.0,2000.0,8.2,"John Thaw, Kevin Whately, James Grout, Peter Woodthorpe",100 min,"Crime, Drama, Mystery"
The Closer,2005.0,2012.0,7.8,"Kyra Sedgwick, J.K. Simmons, Corey Reynolds, Robert Gossett",46 min,"Crime, Drama, Mystery"
Saved by the Bell,1989.0,1992.0,7.1,"Mark-Paul Gosselaar, Mario Lopez, Dustin Diamond, Lark Voorhies",30 min,"Comedy, Family, Romance"
Why Women Kill,2019.0,2021.0,8.3,"Jack Davenport, Lucy Liu, Allison Tolman, Ginnifer Goodwin",50 min,"Comedy, Crime, Drama"
New Tricks,2003.0,2015.0,7.9,"Dennis Waterman, Amanda Redman, Alun Armstrong, James Bolam",60 min,"Comedy, Crime, Drama"
Happy Days,1974.0,1984.0,7.4,"Ron Howard, Henry Winkler, Marion Ross, Tom Bosley",30 min,"Comedy, Family, Music"
MacGyver,2016.0,2021.0,5.3,"Lucas Till, Tristin Mays, Justin Hires, Meredith Eaton",43 min,"Action, Adventure, Drama"
Miami Vice,1984.0,1989.0,7.5,"Don Johnson, Philip Michael Thomas, Saundra Santiago, Olivia Brown",48 min,"Action, Crime, Drama"
Wings,1990.0,1997.0,7.3,"Tim Daly, Steven Weber, Crystal Bernard, David Schramm",30 min,"Comedy, Drama"
